,Unnamed: 0,check_number,session_start
4672,4672,3088,2021-10-30 07:30:00
4673,4673,4541,2021-10-30 14:15:00
4674,4674,6192,2021-10-30 07:30:00
4675,4675,1555,2021-10-30 14:00:00
4676,4676,7665,2021-10-30 07:30:00
4677,4677,4248,2021-10-30 15:34:00
4678,4678,8580,2021-10-30 15:00:00
4679,4679,3643,2021-10-30 21:00:00
4680,4680,4758,2021-10-30 21:00:00
4681,4681,7642,2021-10-30 15:30:00
4682,4682,8936,2021-10-30 21:00:00
4683,4683,1035,2021-10-30 22:30:00
4684,4684,3062,2021-10-30 15:34:00
4685,4685,3169,2021-10-30 22:15:00
4686,4686,9204,2021-10-30 15:00:00
4687,4687,3622,2021-10-30 07:30:00
4688,4688,4531,2021-10-30 06:15:00
4689,4689,8986,2021-10-30 22:30:00
4690,4690,4100,2021-10-30 21:00:00
4691,4691,8650,2021-10-30 15:00:00
4692,4692,653,2021-10-30 15:34:00
4693,4693,5121,2021-10-30 07:30:00
4694,4694,806,2021-10-30 08:42:00
4695,4695,4496,2021-10-30 08:42:00
4696,4696,1977,2021-10-30 21:00:00
4697,4697,956,2021-10-30 08:42:00
4698,4698,8438,2021-10-30 21:00:00
4699,4699,3737,2021-10-30 07:00:00
4700,4700,6059,2021-10-30 08:42:00
4701,4701,1261,2021-10-30 15:00:00
4702,4702,5481,2021-10-30 23:42:00
4703,4703,1982,2021-10-30 06:00:00
4704,4704,2994,2021-10-30 06:15:00
4705,4705,3746,2021-10-30 15:00:00
4706,4706,2742,2021-10-30 23:42:00
4707,4707,4898,2021-10-30 08:42:00
4708,4708,3412,2021-10-30 07:00:00
4709,4709,651,2021-10-30 21:00:00
4710,4710,8939,2021-10-30 14:15:00
4711,4711,1619,2021-10-30 23:42:00
4712,4712,4589,2021-10-30 15:34:00
4713,4713,10,2021-10-30 21:00:00
4714,4714,5023,2021-10-30 15:34:00
4715,4715,9038,2021-10-30 14:00:00
4716,4716,2875,2021-10-30 21:00:00
4717,4717,1815,2021-10-30 07:00:00
4718,4718,9071,2021-10-30 15:30:00
4719,4719,8432,2021-10-30 07:30:00
4720,4720,2729,2021-10-30 15:30:00
4721,4721,1085,2021-10-30 14:00:00
4722,4722,8034,2021-10-30 22:15:00
4723,4723,4595,2021-10-30 14:00:00
4724,4724,4087,2021-10-30 07:00:00
4725,4725,4205,2021-10-30 23:42:00
4726,4726,7200,2021-10-30 15:00:00
4727,4727,2010,2021-10-30 08:42:00
4728,4728,2789,2021-10-30 21:00:00
4729,4729,629,2021-10-30 14:15:00
4730,4730,3910,2021-10-30 22:15:00
4731,4731,7162,2021-10-30 06:00:00
4732,4732,2394,2021-10-30 06:00:00
4733,4733,9670,2021-10-30 15:00:00
4734,4734,2085,2021-10-30 06:15:00
4735,4735,2607,2021-10-30 07:00:00
4736,4736,8097,2021-10-30 06:00:00
4737,4737,1430,2021-10-30 14:15:00
4738,4738,5501,2021-10-30 23:42:00
4739,4739,342,2021-10-30 14:00:00
4740,4740,1024,2021-10-30 22:30:00
4741,4741,6871,2021-10-30 06:00:00
4742,4742,3893,2021-10-30 23:42:00
4743,4743,4114,2021-10-30 07:30:00
4744,4744,3373,2021-10-30 15:00:00
4745,4745,3588,2021-10-30 14:00:00
4746,4746,9766,2021-10-30 06:00:00
4747,4747,2646,2021-10-30 07:00:00
4748,4748,2825,2021-10-30 06:15:00
4749,4749,2005,2021-10-30 15:34:00
4750,4750,1526,2021-10-30 23:42:00
4751,4751,1725,2021-10-30 15:30:00
4752,4752,1243,2021-10-30 07:00:00
4753,4753,9189,2021-10-30 22:15:00
4754,4754,7323,2021-10-30 22:15:00
4755,4755,9999,2021-10-30 06:15:00
4756,4756,9641,2021-10-30 15:00:00
4757,4757,3999,2021-10-30 06:00:00
4758,4758,3101,2021-10-30 06:15:00
4759,4759,8416,2021-10-30 15:34:00
4760,4760,1147,2021-10-30 14:15:00
4761,4761,1545,2021-10-30 07:30:00
4762,4762,8264,2021-10-30 06:15:00
4763,4763,781,2021-10-30 14:15:00
4764,4764,9584,2021-10-30 22:15:00
4765,4765,5449,2021-10-30 22:30:00
4766,4766,9088,2021-10-30 14:15:00
4767,4767,6796,2021-10-30 06:00:00
4768,4768,2565,2021-10-30 06:00:00
4769,4769,9496,2021-10-30 15:30:00
4770,4770,7018,2021-10-30 15:30:00
4771,4771,4597,2021-10-30 06:15:00
4772,4772,532,2021-10-30 14:00:00
4773,4773,4471,2021-10-30 15:30:00
4774,4774,5672,2021-10-30 21:00:00
4775,4775,8098,2021-10-30 22:15:00
4776,4776,335,2021-10-30 15:34:00
4777,4777,4066,2021-10-30 15:34:00
4778,4778,5851,2021-10-30 08:42:00
4779,4779,7113,2021-10-30 14:00:00
4780,4780,6993,2021-10-30 22:15:00
4781,4781,9311,2021-10-30 22:30:00
4782,4782,4693,2021-10-30 07:30:00
4783,4783,5908,2021-10-30 21:00:00
4784,4784,2906,2021-10-30 14:15:00
4785,4785,2179,2021-10-30 07:00:00
4786,4786,5965,2021-10-30 21:00:00
4787,4787,1826,2021-10-30 15:30:00
4788,4788,1483,2021-10-30 23:42:00
4789,4789,2160,2021-10-30 21:00:00
4790,4790,8191,2021-10-30 14:15:00
4791,4791,1984,2021-10-30 22:15:00
4792,4792,587,2021-10-30 21:00:00
4793,4793,3531,2021-10-30 21:00:00
4794,4794,4641,2021-10-30 07:30:00
4795,4795,2531,2021-10-30 21:00:00
4796,4796,2091,2021-10-30 06:15:00
4797,4797,9363,2021-10-30 06:15:00
4798,4798,997,2021-10-30 21:00:00
4799,4799,4789,2021-10-30 06:00:00
4800,4800,7533,2021-10-30 21:00:00
4801,4801,2222,2021-10-30 15:34:00
4802,4802,9793,2021-10-30 21:00:00
4803,4803,8623,2021-10-30 22:30:00
4804,4804,6323,2021-10-30 21:00:00
4805,4805,5700,2021-10-30 07:30:00
4806,4806,1533,2021-10-30 21:00:00
4807,4807,8077,2021-10-30 21:00:00
4808,4808,9188,2021-10-30 07:30:00
4809,4809,4142,2021-10-30 08:42:00
4810,4810,3969,2021-10-30 14:15:00
4811,4811,8563,2021-10-30 22:30:00
4812,4812,4768,2021-10-30 15:30:00
4813,4813,1525,2021-10-30 15:30:00
4814,4814,2101,2021-10-30 14:15:00
4815,4815,6015,2021-10-30 06:15:00
4816,4816,8335,2021-10-30 21:00:00
4817,4817,7987,2021-10-30 15:34:00
4818,4818,5955,2021-10-30 21:00:00
4819,4819,6119,2021-10-30 15:34:00
4820,4820,2812,2021-10-30 07:00:00
4821,4821,5401,2021-10-30 23:42:00
4822,4822,4598,2021-10-30 15:30:00
4823,4823,1301,2021-10-30 07:00:00
4824,4824,4599,2021-10-30 06:15:00
4825,4825,2493,2021-10-30 15:00:00
4826,4826,4519,2021-10-30 15:30:00
4827,4827,1100,2021-10-30 15:34:00
4828,4828,6392,2021-10-30 15:30:00
4829,4829,6929,2021-10-30 06:15:00
4830,4830,9805,2021-10-30 22:30:00
4831,4831,9765,2021-10-30 15:34:00
4832,4832,4419,2021-10-30 15:00:00
4833,4833,1672,2021-10-30 06:00:00
4834,4834,768,2021-10-30 21:00:00
4835,4835,8050,2021-10-30 21:00:00
4836,4836,3466,2021-10-30 22:15:00
4837,4837,1031,2021-10-30 21:00:00
4838,4838,3977,2021-10-30 15:34:00
4839,4839,5917,2021-10-30 07:00:00
4840,4840,5349,2021-10-30 15:34:00
4841,4841,2623,2021-10-30 14:15:00
4842,4842,704,2021-10-30 22:30:00
4843,4843,9437,2021-10-30 15:00:00
4844,4844,3797,2021-10-30 06:15:00
4845,4845,9146,2021-10-30 15:00:00
4846,4846,1079,2021-10-30 15:30:00
4847,4847,5203,2021-10-30 06:15:00
4848,4848,6122,2021-10-30 08:42:00
4849,4849,7383,2021-10-30 21:00:00
4850,4850,8314,2021-10-30 15:00:00
4851,4851,5092,2021-10-30 22:15:00
4852,4852,8265,2021-10-30 06:00:00
4853,4853,3757,2021-10-30 15:30:00
4854,4854,1636,2021-10-30 08:42:00
4855,4855,3751,2021-10-30 21:00:00
4856,4856,9480,2021-10-30 15:00:00
4857,4857,4773,2021-10-30 06:15:00
4858,4858,7659,2021-10-30 15:34:00
4859,4859,7697,2021-10-30 07:30:00
4860,4860,1522,2021-10-30 21:00:00
4861,4861,3426,2021-10-30 15:00:00
4862,4862,153,2021-10-30 07:00:00
4863,4863,3402,2021-10-30 06:00:00
4864,4864,8780,2021-10-30 14:15:00
4865,4865,217,2021-10-30 14:00:00
4866,4866,3829,2021-10-30 06:00:00
4867,4867,4441,2021-10-30 22:30:00
4868,4868,2164,2021-10-30 21:00:00
4869,4869,6430,2021-10-30 23:42:00
4870,4870,4323,2021-10-30 22:15:00
4871,4871,6317,2021-10-30 22:15:00
4872,4872,1224,2021-10-30 21:00:00
4873,4873,9134,2021-10-30 23:42:00
4874,4874,3461,2021-10-30 21:00:00
4875,4875,1112,2021-10-30 15:34:00
4876,4876,9934,2021-10-30 14:00:00
4877,4877,1037,2021-10-30 22:15:00
4878,4878,8627,2021-10-30 15:30:00
4879,4879,1140,2021-10-30 15:30:00
4880,4880,9378,2021-10-30 06:15:00
4881,4881,2690,2021-10-30 07:00:00
4882,4882,3978,2021-10-30 07:00:00
4883,4883,5147,2021-10-30 14:00:00
4884,4884,2968,2021-10-30 22:30:00
4885,4885,1420,2021-10-30 06:15:00
4886,4886,9032,2021-10-30 06:15:00
4887,4887,4988,2021-10-30 07:30:00
4888,4888,9644,2021-10-30 22:15:00
4889,4889,5287,2021-10-30 14:00:00
4890,4890,687,2021-10-30 07:00:00
4891,4891,3661,2021-10-30 08:42:00
4892,4892,2496,2021-10-30 15:30:00
4893,4893,4808,2021-10-30 14:00:00
4894,4894,3375,2021-10-30 15:34:00
4895,4895,7975,2021-10-30 15:30:00
4896,4896,2777,2021-10-30 21:00:00
4897,4897,1127,2021-10-30 06:15:00
4898,4898,4564,2021-10-30 07:00:00
4899,4899,6124,2021-10-30 14:15:00
4900,4900,5937,2021-10-30 07:00:00
4901,4901,8454,2021-10-30 23:42:00
4902,4902,97,2021-10-30 23:42:00
4903,4903,8715,2021-10-30 21:00:00
4904,4904,4182,2021-10-30 15:00:00
4905,4905,6764,2021-10-30 06:00:00
4906,4906,645,2021-10-30 21:00:00
4907,4907,2492,2021-10-30 15:00:00
4908,4908,7444,2021-10-30 15:34:00
4909,4909,6514,2021-10-30 15:00:00
4910,4910,365,2021-10-30 15:34:00
4911,4911,8370,2021-10-30 15:00:00
4912,4912,9336,2021-10-30 22:15:00
4913,4913,3606,2021-10-30 21:00:00
4914,4914,5483,2021-10-30 14:15:00
4915,4915,6616,2021-10-30 15:34:00
4916,4916,2254,2021-10-30 22:30:00
4917,4917,5820,2021-10-30 15:00:00
4918,4918,221,2021-10-30 07:00:00
4919,4919,3037,2021-10-30 22:15:00
4920,4920,9220,2021-10-30 22:15:00
4921,4921,5980,2021-10-30 07:30:00
4922,4922,2433,2021-10-30 21:00:00
4923,4923,7984,2021-10-30 21:00:00
4924,4924,1354,2021-10-30 15:00:00
4925,4925,3141,2021-10-30 21:00:00
4926,4926,871,2021-10-30 15:30:00
4927,4927,5136,2021-10-30 22:30:00
4928,4928,1623,2021-10-30 06:15:00
4929,4929,5686,2021-10-30 06:00:00
4930,4930,7178,2021-10-30 14:00:00
4931,4931,6699,2021-10-30 15:30:00
4932,4932,6720,2021-10-30 15:34:00
4933,4933,3917,2021-10-30 07:00:00
4934,4934,7375,2021-10-30 23:42:00
4935,4935,4367,2021-10-30 22:30:00
4936,4936,2846,2021-10-30 15:34:00
4937,4937,750,2021-10-30 22:15:00
4938,4938,5024,2021-10-30 23:42:00
4939,4939,7654,2021-10-30 07:00:00
4940,4940,937,2021-10-30 06:00:00
4941,4941,794,2021-10-30 08:42:00
4942,4942,4872,2021-10-30 14:15:00
4943,4943,4591,2021-10-30 07:30:00
4944,4944,5109,2021-10-30 21:00:00
4945,4945,5922,2021-10-30 06:15:00
4946,4946,8473,2021-10-30 06:00:00
4947,4947,7302,2021-10-30 07:00:00
4948,4948,1688,2021-10-30 08:42:00
4949,4949,1918,2021-10-30 15:30:00
4950,4950,2123,2021-10-30 21:00:00
4951,4951,7660,2021-10-30 07:00:00
4952,4952,7870,2021-10-30 22:30:00
4953,4953,7604,2021-10-30 08:42:00
4954,4954,5272,2021-10-30 08:42:00
4955,4955,6230,2021-10-30 21:00:00
4956,4956,3788,2021-10-30 06:15:00
4957,4957,6347,2021-10-30 22:30:00
4958,4958,7298,2021-10-30 08:42:00
4959,4959,6607,2021-10-30 23:42:00
4960,4960,2964,2021-10-30 22:30:00
4961,4961,1803,2021-10-30 06:15:00
4962,4962,6528,2021-10-30 14:15:00
4963,4963,7839,2021-10-30 15:30:00
4964,4964,8768,2021-10-30 22:15:00
4965,4965,813,2021-10-30 07:00:00
4966,4966,3693,2021-10-30 22:15:00
4967,4967,1139,2021-10-30 21:00:00
4968,4968,4947,2021-10-30 14:15:00
4969,4969,384,2021-10-30 06:15:00
4970,4970,907,2021-10-30 06:15:00
4971,4971,6907,2021-10-30 22:15:00
4972,4972,8249,2021-10-30 06:15:00
4973,4973,578,2021-10-30 08:42:00
4974,4974,2715,2021-10-30 14:15:00
4975,4975,6918,2021-10-30 21:00:00
4976,4976,6385,2021-10-30 14:15:00
4977,4977,5963,2021-10-30 07:00:00
4978,4978,5413,2021-10-30 15:00:00
4979,4979,4644,2021-10-30 22:30:00
4980,4980,1972,2021-10-30 21:00:00
4981,4981,8807,2021-10-30 15:00:00
4982,4982,7474,2021-10-30 15:34:00
4983,4983,5080,2021-10-30 06:15:00
4984,4984,8597,2021-10-30 06:15:00
4985,4985,1546,2021-10-30 21:00:00
4986,4986,3242,2021-10-30 08:42:00
4987,4987,692,2021-10-30 15:30:00
4988,4988,6868,2021-10-30 21:00:00
4989,4989,2969,2021-10-30 15:30:00
4990,4990,399,2021-10-30 15:30:00
4991,4991,3300,2021-10-30 06:00:00
4992,4992,4084,2021-10-30 08:42:00
4993,4993,2505,2021-10-30 15:30:00
4994,4994,7964,2021-10-30 22:15:00
4995,4995,2177,2021-10-30 14:15:00
4996,4996,4127,2021-10-30 22:15:00
4997,4997,9742,2021-10-30 15:00:00
4998,4998,1047,2021-10-30 06:00:00
4999,4999,3611,2021-10-30 08:42:00
5000,5000,5420,2021-10-30 07:00:00
5001,5001,8139,2021-10-30 07:00:00
5002,5002,57,2021-10-30 22:30:00
5003,5003,7653,2021-10-30 15:00:00
5004,5004,8905,2021-10-30 07:30:00
5005,5005,9636,2021-10-30 06:00:00
5006,5006,853,2021-10-30 07:00:00
5007,5007,983,2021-10-30 07:30:00
5008,5008,3307,2021-10-30 21:00:00
5009,5009,1468,2021-10-30 21:00:00
5010,5010,6576,2021-10-30 22:15:00
5011,5011,8713,2021-10-30 14:00:00
5012,5012,6398,2021-10-30 08:42:00
5013,5013,7615,2021-10-30 22:30:00
5014,5014,5295,2021-10-30 06:00:00
5015,5015,7538,2021-10-30 14:00:00
5016,5016,341,2021-10-30 14:00:00
5017,5017,5843,2021-10-30 14:00:00
5018,5018,6277,2021-10-30 15:30:00
5019,5019,3240,2021-10-30 23:42:00
5020,5020,8174,2021-10-30 21:00:00
5021,5021,715,2021-10-30 07:00:00
5022,5022,1945,2021-10-30 15:30:00
5023,5023,1505,2021-10-30 21:00:00
5024,5024,1955,2021-10-30 14:15:00
5025,5025,6078,2021-10-30 07:00:00
5026,5026,1973,2021-10-30 08:42:00
5027,5027,7798,2021-10-30 22:15:00
5028,5028,8860,2021-10-30 15:00:00
5029,5029,9099,2021-10-30 23:42:00
5030,5030,9428,2021-10-30 07:00:00
5031,5031,847,2021-10-30 08:42:00
5032,5032,314,2021-10-30 15:00:00
5033,5033,5426,2021-10-30 06:00:00
5034,5034,8923,2021-10-30 08:42:00
5035,5035,8700,2021-10-30 07:00:00
5036,5036,1463,2021-10-30 15:00:00
5037,5037,2020,2021-10-30 21:00:00
5038,5038,6747,2021-10-30 22:15:00
5039,5039,8223,2021-10-30 14:15:00
5040,5040,2809,2021-10-30 22:30:00
5041,5041,6549,2021-10-30 06:00:00
5042,5042,6664,2021-10-30 07:30:00
5043,5043,3846,2021-10-30 15:34:00
5044,5044,7048,2021-10-30 22:15:00
5045,5045,5056,2021-10-30 14:15:00
5046,5046,5811,2021-10-30 07:30:00
5047,5047,7382,2021-10-30 06:00:00
5048,5048,5312,2021-10-30 06:15:00
5049,5049,9677,2021-10-30 15:34:00
5050,5050,7218,2021-10-30 21:00:00
5051,5051,1307,2021-10-30 22:30:00
5052,5052,9277,2021-10-30 21:00:00
5053,5053,9618,2021-10-30 07:00:00
5054,5054,5498,2021-10-30 15:34:00
5055,5055,2011,2021-10-30 07:30:00
5056,5056,7905,2021-10-30 14:15:00
5057,5057,1292,2021-10-30 15:00:00
5058,5058,9300,2021-10-30 15:30:00
5059,5059,4612,2021-10-30 07:00:00
5060,5060,1983,2021-10-30 22:30:00
5061,5061,4363,2021-10-30 21:00:00
5062,5062,4021,2021-10-30 14:15:00
5063,5063,1487,2021-10-30 14:15:00
5064,5064,7285,2021-10-30 21:00:00
5065,5065,3617,2021-10-30 14:15:00
5066,5066,9663,2021-10-30 21:00:00
5067,5067,4861,2021-10-30 15:34:00
5068,5068,9206,2021-10-30 15:00:00
5069,5069,7345,2021-10-30 15:00:00
5070,5070,9180,2021-10-30 07:00:00
5071,5071,8590,2021-10-30 07:00:00
5072,5072,9031,2021-10-30 06:15:00
5073,5073,4593,2021-10-30 23:42:00
5074,5074,2676,2021-10-30 21:00:00
5075,5075,6959,2021-10-30 14:00:00
5076,5076,1862,2021-10-30 15:30:00
5077,5077,3097,2021-10-30 07:30:00
5078,5078,6956,2021-10-30 15:30:00
5079,5079,3168,2021-10-30 21:00:00
5080,5080,2438,2021-10-30 06:00:00
5081,5081,4090,2021-10-30 21:00:00
5082,5082,6631,2021-10-30 21:00:00
5083,5083,9413,2021-10-30 15:34:00
5084,5084,5371,2021-10-30 22:15:00
5085,5085,2554,2021-10-30 06:00:00
5086,5086,3933,2021-10-30 15:00:00
5087,5087,6321,2021-10-30 07:30:00
5088,5088,4901,2021-10-30 15:00:00
5089,5089,8414,2021-10-30 08:42:00
5090,5090,6885,2021-10-30 08:42:00
5091,5091,981,2021-10-30 07:30:00
5092,5092,2065,2021-10-30 08:42:00
5093,5093,8782,2021-10-30 22:30:00
5094,5094,7771,2021-10-30 14:00:00
5095,5095,2353,2021-10-30 15:00:00
5096,5096,3338,2021-10-30 14:15:00
5097,5097,7877,2021-10-30 06:00:00
5098,5098,7280,2021-10-30 14:00:00
5099,5099,4847,2021-10-30 22:15:00
5100,5100,7857,2021-10-30 07:30:00
5101,5101,6561,2021-10-30 14:00:00
5102,5102,4907,2021-10-30 06:15:00
5103,5103,444,2021-10-30 06:00:00
5104,5104,3568,2021-10-30 06:00:00
5105,5105,9178,2021-10-30 22:30:00
5106,5106,2081,2021-10-30 15:30:00
5107,5107,4520,2021-10-30 22:30:00
5108,5108,8754,2021-10-30 07:00:00
5109,5109,2270,2021-10-30 14:15:00
5110,5110,7959,2021-10-30 23:42:00
5111,5111,3637,2021-10-30 07:30:00
5112,5112,7291,2021-10-30 15:00:00
5113,5113,4439,2021-10-30 22:30:00
5114,5114,8626,2021-10-30 22:30:00
5115,5115,4894,2021-10-30 22:15:00
5116,5116,6746,2021-10-30 06:15:00
5117,5117,4354,2021-10-30 21:00:00
5118,5118,1740,2021-10-30 22:15:00
5119,5119,4270,2021-10-30 14:00:00
5120,5120,377,2021-10-30 21:00:00
5121,5121,9738,2021-10-30 15:30:00
5122,5122,3679,2021-10-30 08:42:00
5123,5123,9495,2021-10-30 06:15:00
5124,5124,9280,2021-10-30 15:00:00
5125,5125,3703,2021-10-30 14:00:00
5126,5126,4518,2021-10-30 23:42:00
5127,5127,6341,2021-10-30 14:15:00
5128,5128,9736,2021-10-30 06:00:00
5129,5129,7352,2021-10-30 07:30:00
5130,5130,3876,2021-10-30 15:00:00
5131,5131,5519,2021-10-30 22:15:00
5132,5132,7243,2021-10-30 07:00:00
5133,5133,8892,2021-10-30 21:00:00
5134,5134,9513,2021-10-30 14:00:00
5135,5135,7250,2021-10-30 06:15:00
5136,5136,9953,2021-10-30 06:00:00
5137,5137,5641,2021-10-30 22:15:00
5138,5138,2246,2021-10-30 14:15:00
5139,5139,9345,2021-10-30 23:42:00
5140,5140,6634,2021-10-30 06:15:00
5141,5141,829,2021-10-30 22:30:00
5142,5142,1438,2021-10-30 21:00:00
5143,5143,4249,2021-10-30 14:00:00
5144,5144,5689,2021-10-30 21:00:00
5145,5145,5766,2021-10-30 07:00:00
5146,5146,356,2021-10-30 14:00:00
5147,5147,9652,2021-10-30 07:30:00
5148,5148,330,2021-10-30 08:42:00
5149,5149,1475,2021-10-30 08:42:00
5150,5150,5728,2021-10-30 06:00:00
5151,5151,6372,2021-10-30 15:34:00
5152,5152,1781,2021-10-30 21:00:00
5153,5153,4115,2021-10-30 15:00:00
5154,5154,8739,2021-10-30 22:15:00
5155,5155,9860,2021-10-30 21:00:00
5156,5156,32,2021-10-30 15:34:00
5157,5157,1344,2021-10-30 07:30:00
5158,5158,2452,2021-10-30 15:34:00
5159,5159,9106,2021-10-30 23:42:00
5160,5160,2379,2021-10-30 07:30:00
5161,5161,2144,2021-10-30 14:15:00
5162,5162,2803,2021-10-30 23:42:00
5163,5163,8675,2021-10-30 15:00:00
5164,5164,1253,2021-10-30 06:15:00
5165,5165,7283,2021-10-30 22:30:00
5166,5166,6887,2021-10-30 14:00:00
5167,5167,4533,2021-10-30 14:15:00
5168,5168,5430,2021-10-30 21:00:00
5169,5169,8116,2021-10-30 15:30:00
5170,5170,2801,2021-10-30 07:30:00
5171,5171,3773,2021-10-30 06:00:00
5172,5172,4504,2021-10-30 15:34:00
5173,5173,3892,2021-10-30 22:15:00
5174,5174,4341,2021-10-30 15:30:00
5175,5175,2277,2021-10-30 15:34:00
5176,5176,5745,2021-10-30 21:00:00
5177,5177,7415,2021-10-30 21:00:00
5178,5178,7417,2021-10-30 06:00:00
5179,5179,4909,2021-10-30 15:00:00
5180,5180,4245,2021-10-30 14:00:00
5181,5181,6988,2021-10-30 15:30:00
5182,5182,8028,2021-10-30 21:00:00
5183,5183,6482,2021-10-30 23:42:00
5184,5184,2184,2021-10-30 14:15:00
5185,5185,2769,2021-10-30 22:15:00
5186,5186,5591,2021-10-30 08:42:00
5187,5187,6238,2021-10-30 14:15:00
5188,5188,8320,2021-10-30 06:15:00
5189,5189,1393,2021-10-30 22:15:00
5190,5190,999,2021-10-30 07:00:00
5191,5191,7374,2021-10-30 07:30:00
5192,5192,8515,2021-10-30 15:34:00
5193,5193,1180,2021-10-30 07:30:00
5194,5194,4337,2021-10-30 08:42:00
5195,5195,4430,2021-10-30 07:30:00
5196,5196,5626,2021-10-30 07:00:00
5197,5197,3796,2021-10-30 14:00:00
5198,5198,6171,2021-10-30 23:42:00
5199,5199,8242,2021-10-30 15:00:00
5200,5200,4230,2021-10-30 23:42:00
5201,5201,8964,2021-10-30 21:00:00
5202,5202,8291,2021-10-30 22:30:00
5203,5203,1312,2021-10-30 22:15:00
5204,5204,6414,2021-10-30 14:00:00
5205,5205,4155,2021-10-30 22:30:00
5206,5206,9238,2021-10-30 22:15:00
5207,5207,1996,2021-10-30 14:15:00
5208,5208,6533,2021-10-30 21:00:00
5209,5209,8252,2021-10-30 07:00:00
5210,5210,2373,2021-10-30 06:15:00
5211,5211,4684,2021-10-30 15:30:00
5212,5212,3870,2021-10-30 15:34:00
5213,5213,1778,2021-10-30 15:34:00
5214,5214,9451,2021-10-30 22:30:00
5215,5215,6090,2021-10-30 06:15:00
5216,5216,2711,2021-10-30 21:00:00
5217,5217,7928,2021-10-30 23:42:00
5218,5218,1145,2021-10-30 06:00:00
5219,5219,4351,2021-10-30 15:00:00
5220,5220,4200,2021-10-30 06:00:00
5221,5221,5189,2021-10-30 14:15:00
5222,5222,4578,2021-10-30 21:00:00
5223,5223,8792,2021-10-30 06:00:00
5224,5224,7306,2021-10-30 21:00:00
5225,5225,9216,2021-10-30 23:42:00
5226,5226,9285,2021-10-30 22:15:00
5227,5227,8271,2021-10-30 22:30:00
5228,5228,3210,2021-10-30 22:15:00
5229,5229,5456,2021-10-30 07:00:00
5230,5230,7803,2021-10-30 14:00:00
5231,5231,1351,2021-10-30 14:00:00
5232,5232,4583,2021-10-30 23:42:00
5233,5233,4375,2021-10-30 07:00:00
5234,5234,9042,2021-10-30 15:30:00
5235,5235,6760,2021-10-30 23:42:00
5236,5236,1820,2021-10-30 15:00:00
5237,5237,107,2021-10-30 07:00:00
5238,5238,5055,2021-10-30 15:34:00
5239,5239,9592,2021-10-30 07:00:00
5240,5240,163,2021-10-30 06:15:00
5241,5241,7664,2021-10-30 07:00:00
5242,5242,3046,2021-10-30 22:15:00
5243,5243,8671,2021-10-30 21:00:00
5244,5244,8270,2021-10-30 06:00:00
5245,5245,5981,2021-10-30 21:00:00
5246,5246,9507,2021-10-30 22:15:00
5247,5247,5758,2021-10-30 06:00:00
5248,5248,6276,2021-10-30 22:30:00
5249,5249,1741,2021-10-30 23:42:00
5250,5250,5881,2021-10-30 07:30:00
5251,5251,7500,2021-10-30 22:30:00
5252,5252,1966,2021-10-30 06:00:00
5253,5253,3808,2021-10-30 15:00:00
5254,5254,119,2021-10-30 07:30:00
5255,5255,3227,2021-10-30 06:00:00
5256,5256,172,2021-10-30 08:42:00
5257,5257,2728,2021-10-30 15:00:00
5258,5258,9263,2021-10-30 15:34:00
5259,5259,5093,2021-10-30 21:00:00
5260,5260,7784,2021-10-30 14:00:00
5261,5261,740,2021-10-30 15:34:00
5262,5262,7944,2021-10-30 21:00:00
5263,5263,6283,2021-10-30 21:00:00
5264,5264,1462,2021-10-30 14:15:00
5265,5265,7179,2021-10-30 15:00:00
5266,5266,2776,2021-10-30 15:30:00
5267,5267,4851,2021-10-30 06:00:00
5268,5268,1188,2021-10-30 14:15:00
5269,5269,9527,2021-10-30 21:00:00
5270,5270,1764,2021-10-30 21:00:00
5271,5271,4118,2021-10-30 07:30:00
5272,5272,2083,2021-10-30 15:00:00
5273,5273,244,2021-10-30 23:42:00
5274,5274,127,2021-10-30 08:42:00
5275,5275,195,2021-10-30 06:15:00
5276,5276,1368,2021-10-30 22:30:00
5277,5277,1210,2021-10-30 21:00:00
5278,5278,7776,2021-10-30 22:15:00
5279,5279,5408,2021-10-30 15:34:00
5280,5280,7379,2021-10-30 06:00:00
5281,5281,1909,2021-10-30 06:15:00
5282,5282,4036,2021-10-30 06:15:00
5283,5283,1549,2021-10-30 06:15:00
5284,5284,3363,2021-10-30 15:30:00
5285,5285,3625,2021-10-30 07:30:00
5286,5286,1952,2021-10-30 22:30:00
5287,5287,5460,2021-10-30 07:30:00
5288,5288,7296,2021-10-30 22:30:00
5289,5289,1958,2021-10-30 14:00:00
5290,5290,9139,2021-10-30 08:42:00
5291,5291,5496,2021-10-30 22:30:00
5292,5292,9023,2021-10-30 15:30:00
5293,5293,6262,2021-10-30 22:30:00
5294,5294,4843,2021-10-30 06:15:00
5295,5295,2471,2021-10-30 22:30:00
5296,5296,6485,2021-10-30 06:15:00
5297,5297,7823,2021-10-30 21:00:00
5298,5298,1478,2021-10-30 15:34:00
5299,5299,788,2021-10-30 21:00:00
5300,5300,2276,2021-10-30 14:00:00
5301,5301,3427,2021-10-30 07:00:00
5302,5302,1999,2021-10-30 06:00:00
5303,5303,2274,2021-10-30 21:00:00
5304,5304,8445,2021-10-30 23:42:00
5305,5305,5606,2021-10-30 15:30:00
5306,5306,5235,2021-10-30 15:00:00
5307,5307,1403,2021-10-30 21:00:00
5308,5308,2114,2021-10-30 06:15:00
5309,5309,8407,2021-10-30 15:34:00
