,Unnamed: 0,sex,row_number,liters_drunk,drink,check_number,label,age_young,age_medium,age_old,morning1,afternoon1,evening1
5375,5375,0,79.0,0.0,1,4126,1,,,old,1,0,0
5376,5376,1,49.0,5.0,0,306,1,,medium,,0,0,1
5377,5377,0,13.0,4.0,0,3967,0,young,,,0,1,0
5378,5378,0,1.0,0.0,0,2803,1,young,,,1,0,0
5381,5381,1,70.0,0.0,1,9183,1,,,old,0,1,0
5382,5382,1,53.0,4.0,0,5129,1,,medium,,1,0,0
5383,5383,0,9.0,5.0,0,7865,1,,medium,,0,0,1
5386,5386,1,64.0,2.0,1,4983,1,,,old,0,0,1
5388,5388,0,81.0,3.0,0,9775,0,young,,,0,1,0
5389,5389,0,43.0,3.0,0,6899,1,young,,,1,0,0
5393,5393,0,35.0,2.0,0,9839,1,,,old,0,1,0
5394,5394,1,55.0,0.0,0,381,0,,,old,0,0,1
5395,5395,0,69.0,5.0,1,4859,1,,medium,,0,0,1
5397,5397,0,55.0,1.0,0,4930,0,,,old,0,1,0
5398,5398,1,26.0,4.0,0,8654,1,young,,,0,1,0
5400,5400,0,0.0,3.0,0,8262,0,,,old,0,1,0
5401,5401,0,100.0,4.0,1,8525,1,,medium,,0,0,1
5403,5403,1,58.0,5.0,1,3386,1,,medium,,1,0,0
5404,5404,0,94.0,3.0,0,602,0,,,old,0,0,1
5405,5405,1,100.0,1.0,1,5172,1,,medium,,0,0,1
5406,5406,0,0.0,2.48,1,3186,1,,medium,,0,1,0
5407,5407,0,55.0,3.0,1,325,1,,,old,0,0,1
5409,5409,1,40.0,0.0,0,5572,0,,medium,,0,0,1
5411,5411,0,83.0,2.48,1,5135,0,,medium,,0,1,0
5412,5412,0,74.0,5.0,1,4527,1,,medium,,0,0,1
5414,5414,0,40.0,2.48,0,7218,1,,medium,,1,0,0
5415,5415,0,78.0,2.48,0,6145,1,,,old,0,0,1
5416,5416,0,96.0,5.0,0,5798,1,,,old,0,0,1
5417,5417,0,54.0,1.0,1,8090,1,,,old,1,0,0
5418,5418,1,36.0,2.48,1,2466,1,,medium,,1,0,0
5421,5421,1,93.0,2.0,0,3500,1,,medium,,0,0,1
5422,5422,0,58.0,1.0,1,6003,1,,,old,1,0,0
5423,5423,1,75.0,1.0,1,2938,0,,medium,,0,1,0
5427,5427,1,53.0,3.0,0,4788,1,,medium,,0,0,1
5429,5429,1,57.0,4.0,0,1404,1,young,,,0,0,1
5430,5430,1,32.0,2.48,0,6706,1,,medium,,0,1,0
5431,5431,1,58.0,2.0,1,3602,1,,,old,1,0,0
5434,5434,1,11.0,3.0,0,9234,1,,,old,1,0,0
5435,5435,1,98.0,5.0,0,971,1,,medium,,1,0,0
5437,5437,1,94.0,0.0,0,8120,1,young,,,1,0,0
5438,5438,0,100.0,2.48,1,7227,1,,,old,1,0,0
5441,5441,1,50.0,2.0,0,7302,1,,,old,0,0,1
5442,5442,1,100.0,3.0,0,7809,1,,medium,,0,1,0
5446,5446,0,44.0,1.0,0,9612,1,,,old,1,0,0
5447,5447,0,66.0,2.0,1,8503,0,,medium,,1,0,0
5448,5448,0,12.0,0.0,0,8250,0,,medium,,1,0,0
5449,5449,0,1.0,2.0,1,8648,1,,,old,0,0,1
5451,5451,0,33.0,0.0,0,4632,0,young,,,0,0,1
5455,5455,1,84.0,0.0,1,3626,1,,medium,,1,0,0
5459,5459,0,100.0,3.0,1,8331,1,,medium,,0,1,0
5460,5460,1,77.0,1.0,0,105,0,,medium,,0,0,1
5461,5461,0,47.0,1.0,1,767,0,,,old,0,0,1
5462,5462,1,31.0,2.0,1,1583,1,,,old,0,1,0
5466,5466,0,45.0,4.0,1,2553,0,,,old,0,1,0
5467,5467,1,100.0,5.0,0,942,0,,,old,1,0,0
5468,5468,1,34.0,2.0,0,3960,1,,,old,1,0,0
5469,5469,1,19.0,2.0,0,3871,1,,medium,,0,0,1
5470,5470,1,13.0,1.0,1,1743,0,,medium,,0,0,1
5471,5471,0,15.0,0.0,1,5306,1,,medium,,0,0,1
5473,5473,1,37.0,2.0,1,669,1,,,old,0,0,1
5474,5474,1,68.0,5.0,0,6919,0,,medium,,1,0,0
5475,5475,1,16.0,2.0,0,1135,0,,,old,0,0,1
5476,5476,0,65.0,4.0,1,1746,0,,,old,1,0,0
5477,5477,0,8.0,5.0,1,600,1,,medium,,0,1,0
5478,5478,1,16.0,1.0,0,8480,1,,medium,,0,0,1
5480,5480,0,95.0,0.0,1,6291,1,,,old,1,0,0
5481,5481,1,91.0,5.0,1,2274,1,,,old,1,0,0
5482,5482,1,21.0,2.48,1,5065,0,,medium,,0,0,1
5484,5484,0,28.0,0.0,1,3818,0,,,old,1,0,0
5485,5485,0,74.0,2.0,1,3339,1,,medium,,1,0,0
5486,5486,0,35.0,5.0,0,8962,1,young,,,0,1,0
5488,5488,0,75.0,2.48,0,7614,1,,,old,1,0,0
5489,5489,0,18.0,1.0,0,1669,1,,medium,,0,1,0
5490,5490,0,100.0,0.0,1,8022,0,,,old,0,1,0
5491,5491,1,77.0,4.0,0,7569,1,,,old,1,0,0
5492,5492,1,85.0,2.48,0,1526,1,,,old,1,0,0
5493,5493,1,76.0,1.0,1,5451,1,,,old,0,1,0
5494,5494,1,16.0,0.0,0,4862,0,,medium,,1,0,0
5496,5496,0,38.0,2.48,0,1244,1,,,old,1,0,0
5499,5499,1,77.0,2.48,1,2577,1,,medium,,0,1,0
5500,5500,1,90.0,1.0,0,7356,1,young,,,0,1,0
5503,5503,1,90.0,4.0,0,7421,1,,,old,0,0,1
5505,5505,0,100.0,2.0,0,902,1,,medium,,1,0,0
5506,5506,1,74.0,2.0,0,5906,1,young,,,1,0,0
5508,5508,0,64.0,1.0,1,210,1,,medium,,1,0,0
5510,5510,1,78.0,1.0,1,3014,0,,,old,0,0,1
5511,5511,0,47.0,1.0,1,9766,0,,,old,0,1,0
5512,5512,1,6.0,1.0,1,2988,0,,medium,,0,1,0
5514,5514,0,44.0,2.0,0,6341,0,,,old,1,0,0
5515,5515,1,9.0,0.0,0,5264,0,,medium,,0,0,1
5516,5516,0,28.0,2.0,0,5881,1,young,,,0,1,0
5517,5517,1,68.0,3.0,1,7281,1,,medium,,0,1,0
5518,5518,1,4.0,4.0,0,7787,1,,,old,0,1,0
5519,5519,1,78.0,1.0,1,6028,0,,,old,0,0,1
5521,5521,1,5.0,4.0,1,1585,1,,medium,,1,0,0
5524,5524,0,34.0,1.0,1,8212,0,,,old,0,0,1
5525,5525,0,96.0,0.0,1,3908,1,,,old,1,0,0
5526,5526,1,69.0,2.0,0,6364,0,,,old,0,0,1
5527,5527,1,17.0,2.0,0,5257,1,,,old,0,1,0
5530,5530,0,46.0,5.0,0,9570,1,,,old,0,1,0
5531,5531,0,45.0,4.0,0,312,1,young,,,0,1,0
5533,5533,1,14.0,4.0,0,3359,0,,medium,,1,0,0
5534,5534,0,62.0,2.0,0,726,1,,medium,,0,1,0
5535,5535,1,17.0,2.48,1,5119,0,,,old,1,0,0
5536,5536,1,79.0,3.0,0,780,1,young,,,0,0,1
5538,5538,1,26.0,5.0,1,566,1,,medium,,0,0,1
5539,5539,1,100.0,1.0,1,4760,0,,,old,0,1,0
5541,5541,1,99.0,1.0,1,1750,1,,,old,0,1,0
5543,5543,1,52.0,2.0,1,7076,1,,medium,,0,1,0
5545,5545,0,44.0,2.48,0,4830,1,,,old,0,1,0
5546,5546,1,32.0,0.0,0,1374,1,young,,,0,1,0
5547,5547,1,51.0,1.0,0,1383,0,,,old,1,0,0
5548,5548,1,91.0,0.0,1,134,1,,,old,0,0,1
5549,5549,0,80.0,2.0,0,6071,1,,,old,1,0,0
5550,5550,1,63.0,1.0,1,4723,0,,medium,,1,0,0
5553,5553,1,60.0,2.0,0,4503,1,,,old,0,1,0
5554,5554,0,45.0,3.0,0,6408,1,,medium,,0,0,1
5557,5557,0,29.0,1.0,0,6576,1,,medium,,0,1,0
5558,5558,1,96.0,3.0,1,1939,0,,,old,0,0,1
5559,5559,1,53.0,2.0,0,3192,0,,,old,1,0,0
5560,5560,0,96.0,3.0,0,1337,0,,,old,0,0,1
5561,5561,0,85.0,0.0,0,6426,0,,medium,,1,0,0
5562,5562,0,87.0,1.0,0,414,0,,,old,0,0,1
5563,5563,0,74.0,3.0,0,3407,1,,medium,,0,1,0
5564,5564,0,39.0,2.48,1,6270,0,,,old,0,0,1
5566,5566,0,86.0,1.0,0,1866,1,,,old,1,0,0
5568,5568,0,76.0,0.0,0,5419,1,,,old,0,0,1
5569,5569,0,33.0,0.0,0,6065,0,young,,,0,0,1
5570,5570,0,87.0,4.0,1,2370,1,,medium,,1,0,0
5573,5573,0,14.0,2.0,1,51,1,,medium,,0,1,0
5576,5576,0,23.0,4.0,0,8345,0,,medium,,0,1,0
5577,5577,0,77.0,5.0,1,6034,1,,,old,0,1,0
5578,5578,1,3.0,3.0,0,9719,0,,,old,0,0,1
5579,5579,0,47.0,2.48,0,9020,0,,medium,,0,0,1
5580,5580,0,65.0,0.0,0,2330,1,,medium,,0,0,1
5582,5582,1,65.0,4.0,0,9038,0,,,old,0,0,1
5585,5585,1,86.0,2.0,1,6166,0,,,old,0,0,1
5587,5587,1,77.0,0.0,0,3371,1,,,old,0,0,1
5589,5589,1,100.0,1.0,0,2637,0,,medium,,0,1,0
5590,5590,0,59.0,0.0,0,8105,1,,medium,,0,0,1
5593,5593,0,97.0,1.0,0,379,1,,,old,0,0,1
5594,5594,1,42.0,2.48,0,8402,1,,,old,0,1,0
5595,5595,0,14.0,5.0,0,6447,1,,,old,0,0,1
5596,5596,0,85.0,3.0,0,2585,1,,medium,,0,1,0
5597,5597,0,58.0,2.0,0,7388,0,young,,,0,0,1
5598,5598,1,9.0,0.0,0,7852,0,,,old,0,0,1
5599,5599,1,50.0,2.0,0,2498,1,young,,,0,0,1
5600,5600,0,75.0,4.0,0,6585,1,,,old,0,1,0
5602,5602,1,96.0,0.0,0,1529,1,,medium,,0,0,1
5603,5603,0,77.0,2.48,1,4806,0,,medium,,0,1,0
5608,5608,1,86.0,3.0,0,7142,1,,medium,,0,0,1
5610,5610,1,75.0,3.0,1,1614,1,,medium,,1,0,0
5617,5617,0,4.0,2.48,1,9757,1,,,old,1,0,0
5619,5619,0,62.0,4.0,0,2833,1,,,old,1,0,0
5620,5620,0,85.0,3.0,0,5176,0,,medium,,1,0,0
5621,5621,0,33.0,4.0,0,6517,1,,medium,,1,0,0
5623,5623,1,100.0,3.0,1,7936,1,,,old,1,0,0
5626,5626,0,100.0,2.0,0,327,1,,medium,,0,0,1
5627,5627,0,74.0,2.0,0,4371,1,,medium,,0,0,1
5629,5629,1,19.0,0.0,1,9187,1,,medium,,0,0,1
5630,5630,0,91.0,1.0,0,2140,1,,,old,0,1,0
5631,5631,0,93.0,3.0,0,6475,0,,medium,,1,0,0
5632,5632,0,50.0,1.0,0,5329,0,young,,,0,1,0
5634,5634,1,87.0,2.0,1,6804,0,,,old,0,1,0
5636,5636,1,68.0,4.0,0,9771,1,,medium,,0,1,0
5638,5638,1,37.0,3.0,0,4992,1,young,,,0,0,1
5639,5639,0,98.0,3.0,1,9869,1,,medium,,0,0,1
5642,5642,0,73.0,0.0,1,2118,0,,,old,0,1,0
5643,5643,0,68.0,5.0,1,2670,0,,medium,,0,1,0
5644,5644,0,29.0,4.0,1,4221,1,,medium,,1,0,0
5645,5645,0,24.0,1.0,1,4059,0,,,old,0,1,0
5646,5646,1,73.0,2.0,1,2281,0,,medium,,1,0,0
5647,5647,1,28.0,2.48,1,664,1,,,old,0,0,1
5648,5648,1,89.0,5.0,0,775,1,,,old,0,1,0
5649,5649,1,24.0,4.0,0,8821,1,,,old,0,1,0
5650,5650,0,51.0,2.0,1,5141,0,,,old,0,0,1
5651,5651,1,98.0,4.0,1,1853,0,,,old,1,0,0
5652,5652,0,46.0,3.0,0,6206,1,,,old,1,0,0
5653,5653,1,59.0,5.0,1,5886,1,,,old,1,0,0
5654,5654,0,29.0,2.0,0,2175,1,,,old,0,1,0
5657,5657,1,96.0,0.0,1,2957,0,,medium,,0,1,0
5658,5658,1,78.0,2.0,0,2478,1,,medium,,1,0,0
5661,5661,1,47.0,4.0,1,710,1,,medium,,0,0,1
5663,5663,0,1.0,4.0,1,6776,0,,,old,0,1,0
5665,5665,0,100.0,4.0,0,7464,0,,medium,,0,0,1
5666,5666,0,23.0,2.0,1,8672,0,,medium,,0,0,1
5667,5667,1,38.0,4.0,0,9624,1,,medium,,0,0,1
5668,5668,0,11.0,5.0,1,5291,1,,medium,,0,1,0
5669,5669,0,27.0,4.0,0,5537,1,young,,,0,1,0
5670,5670,0,61.0,2.48,0,1818,1,young,,,0,1,0
5671,5671,1,9.0,0.0,1,8083,1,,,old,1,0,0
5672,5672,1,39.0,3.0,0,8263,1,,medium,,0,1,0
5674,5674,1,58.0,2.48,0,7957,1,,medium,,0,0,1
5675,5675,1,58.0,2.48,0,44,0,,medium,,1,0,0
5676,5676,0,93.0,5.0,0,984,0,,,old,0,0,1
5677,5677,1,52.0,0.0,1,8861,1,,,old,0,0,1
5682,5682,0,19.0,0.0,0,887,0,young,,,0,1,0
5683,5683,0,58.0,5.0,0,4713,1,young,,,0,1,0
5684,5684,1,5.0,3.0,1,6230,1,,medium,,0,1,0
5685,5685,1,51.0,1.0,0,3391,0,,,old,0,0,1
5686,5686,1,20.0,3.0,0,6481,1,,,old,0,0,1
5689,5689,1,87.0,1.0,1,4186,0,,medium,,0,0,1
5690,5690,0,48.0,0.0,0,8979,0,young,,,0,1,0
5692,5692,1,21.0,5.0,1,2504,1,,,old,0,0,1
5693,5693,0,38.0,2.0,0,2512,0,,medium,,0,0,1
5694,5694,0,89.0,4.0,0,5721,1,young,,,1,0,0
5695,5695,0,83.0,3.0,0,454,0,,medium,,0,0,1
5698,5698,1,65.0,0.0,0,4825,1,,,old,0,1,0
5700,5700,1,31.0,4.0,0,8121,1,,,old,0,1,0
5701,5701,1,99.0,2.0,1,7135,0,,,old,0,1,0
5702,5702,0,5.0,4.0,0,1113,0,,,old,0,0,1
5703,5703,0,20.0,2.48,0,3294,0,,medium,,0,0,1
5705,5705,1,58.0,3.0,0,80,0,young,,,0,1,0
5706,5706,0,85.0,1.0,1,4719,0,,,old,1,0,0
5707,5707,1,43.0,5.0,0,8061,1,,,old,0,1,0
5708,5708,1,86.0,4.0,0,6245,0,,,old,0,0,1
5709,5709,1,2.0,4.0,1,2622,0,,,old,0,1,0
5714,5714,0,7.0,2.48,0,8155,0,,,old,1,0,0
5715,5715,0,95.0,0.0,0,6699,0,,medium,,0,0,1
5716,5716,0,48.0,1.0,1,8427,1,,,old,0,1,0
5717,5717,0,88.0,5.0,0,8113,0,,,old,1,0,0
5720,5720,1,4.0,3.0,1,2937,0,,medium,,1,0,0
5721,5721,0,18.0,4.0,0,2902,0,,medium,,1,0,0
5725,5725,0,31.0,3.0,0,2171,0,,,old,0,1,0
5726,5726,0,40.0,5.0,1,5674,1,,,old,0,1,0
5727,5727,0,94.0,5.0,1,4423,1,,,old,0,0,1
5728,5728,0,97.0,0.0,0,4006,1,young,,,1,0,0
5729,5729,1,3.0,1.0,0,29,1,,,old,0,0,1
5731,5731,1,39.0,0.0,0,4097,1,,,old,0,0,1
5732,5732,0,56.0,4.0,0,6937,1,young,,,0,0,1
5733,5733,0,100.0,2.48,1,6763,0,,,old,0,1,0
5734,5734,1,82.0,5.0,1,1950,1,,medium,,1,0,0
5738,5738,1,69.0,2.48,1,4254,1,,medium,,1,0,0
5741,5741,1,13.0,4.0,1,1079,1,,medium,,0,1,0
5743,5743,0,77.0,2.48,0,7846,1,,medium,,0,0,1
5745,5745,1,83.0,0.0,1,3301,0,,,old,1,0,0
5746,5746,0,69.0,2.0,0,1377,0,,medium,,1,0,0
5747,5747,1,28.0,3.0,1,3730,0,,medium,,0,0,1
5748,5748,1,64.0,4.0,1,1557,1,,medium,,1,0,0
5751,5751,1,28.0,2.0,0,3396,0,,,old,1,0,0
5753,5753,1,25.0,0.0,0,6180,0,,,old,0,0,1
5754,5754,1,13.0,0.0,1,2717,1,,medium,,0,0,1
5755,5755,0,66.0,0.0,1,5210,1,,medium,,0,1,0
5756,5756,1,63.0,3.0,0,7895,1,,medium,,0,1,0
5759,5759,1,88.0,1.0,0,7743,1,,,old,1,0,0
5760,5760,0,61.0,5.0,1,9830,0,,,old,0,0,1
5761,5761,1,81.0,1.0,0,2041,0,young,,,0,0,1
5763,5763,1,13.0,4.0,0,1301,0,young,,,1,0,0
5764,5764,0,41.0,2.48,0,2647,1,,medium,,0,1,0
5765,5765,1,31.0,1.0,0,8827,1,,,old,0,0,1
5766,5766,1,72.0,0.0,1,395,1,,,old,0,0,1
5769,5769,1,100.0,3.0,0,2310,0,,medium,,0,1,0
5770,5770,1,24.0,4.0,0,6386,1,young,,,0,1,0
5771,5771,0,98.0,2.0,0,4746,1,,medium,,1,0,0
5773,5773,1,37.0,5.0,0,6010,0,,medium,,0,0,1
5775,5775,0,17.0,1.0,0,3280,0,,,old,0,1,0
5776,5776,1,27.0,5.0,1,4160,0,,,old,1,0,0
5777,5777,0,53.0,0.0,0,186,0,young,,,1,0,0
5778,5778,0,45.0,0.0,1,3190,0,,,old,1,0,0
5779,5779,1,19.0,4.0,0,682,1,,,old,1,0,0
5780,5780,0,75.0,4.0,1,969,1,,medium,,0,0,1
5782,5782,0,87.0,2.0,1,3891,0,,,old,0,1,0
5784,5784,1,31.0,2.48,1,5137,1,,medium,,0,1,0
5786,5786,0,30.0,2.0,1,7253,0,,medium,,0,0,1
5787,5787,1,82.0,3.0,0,1952,0,,medium,,1,0,0
5788,5788,1,91.0,4.0,1,703,1,,,old,0,1,0
5789,5789,0,43.0,5.0,1,2597,1,,,old,0,1,0
5790,5790,0,58.0,1.0,0,3268,0,young,,,0,0,1
5794,5794,0,31.0,2.48,0,7116,0,,,old,0,1,0
5795,5795,1,37.0,3.0,0,2906,0,,,old,0,0,1
5797,5797,0,64.0,1.0,1,8055,1,,,old,1,0,0
5799,5799,1,71.0,3.0,0,9149,1,,,old,0,0,1
5800,5800,0,8.0,5.0,1,6612,0,,,old,0,1,0
5801,5801,0,9.0,4.0,1,581,1,,medium,,0,0,1
5803,5803,1,87.0,2.0,1,7515,0,,medium,,0,1,0
5804,5804,1,49.0,2.0,0,7172,0,,,old,0,0,1
5806,5806,1,65.0,2.0,0,7003,1,young,,,1,0,0
5807,5807,0,100.0,2.48,1,8393,0,,medium,,0,0,1
5809,5809,1,71.0,2.48,1,4842,1,,,old,0,0,1
5810,5810,1,36.0,2.0,0,9426,1,,medium,,1,0,0
5812,5812,0,72.0,3.0,1,6125,0,,,old,0,0,1
5813,5813,0,39.0,5.0,0,2396,0,,medium,,1,0,0
5814,5814,0,44.0,4.0,1,9402,1,,,old,0,1,0
5815,5815,1,83.0,1.0,1,4210,0,,medium,,0,1,0
5816,5816,1,33.0,5.0,0,5735,0,,,old,0,1,0
5817,5817,0,33.0,0.0,1,244,0,,,old,0,0,1
5819,5819,0,45.0,4.0,1,5619,1,,,old,0,1,0
5821,5821,0,100.0,2.0,1,9036,0,,medium,,1,0,0
5827,5827,1,13.0,2.0,1,3714,1,,medium,,1,0,0
5828,5828,1,42.0,1.0,1,7163,0,,medium,,0,1,0
5829,5829,1,61.0,0.0,1,9009,0,,,old,1,0,0
5833,5833,0,65.0,0.0,0,2943,1,young,,,0,1,0
5834,5834,1,99.0,2.48,1,475,0,,,old,1,0,0
5836,5836,1,96.0,5.0,0,8565,1,,medium,,1,0,0
5838,5838,1,44.0,5.0,0,7006,0,,,old,0,0,1
5839,5839,0,15.0,5.0,0,3506,0,,medium,,1,0,0
5840,5840,1,12.0,0.0,1,1064,1,,,old,0,1,0
5841,5841,1,56.0,5.0,0,4797,1,young,,,1,0,0
5843,5843,0,48.0,4.0,1,8650,1,,medium,,0,0,1
5844,5844,1,100.0,1.0,0,6554,0,,medium,,0,1,0
5845,5845,0,74.0,5.0,0,4543,1,young,,,0,0,1
5846,5846,0,26.0,3.0,1,2899,1,,,old,0,0,1
5847,5847,1,48.0,2.48,1,4096,0,,,old,1,0,0
5849,5849,0,11.0,0.0,0,7524,0,,medium,,0,0,1
5850,5850,1,32.0,1.0,0,2710,0,young,,,1,0,0
5851,5851,1,95.0,5.0,1,4285,1,,medium,,0,1,0
5852,5852,1,73.0,0.0,0,3168,0,young,,,0,1,0
5853,5853,0,65.0,3.0,0,7413,1,young,,,1,0,0
5854,5854,0,49.0,3.0,1,1372,0,,medium,,0,0,1
5857,5857,0,36.0,1.0,1,8059,1,,medium,,0,1,0
5859,5859,0,49.0,3.0,1,2674,1,,,old,1,0,0
5862,5862,1,95.0,5.0,0,3366,1,,medium,,1,0,0
5863,5863,0,31.0,2.0,1,6339,0,,,old,0,1,0
5864,5864,1,91.0,5.0,0,5369,1,,medium,,1,0,0
5865,5865,0,83.0,0.0,0,1145,1,,,old,1,0,0
5866,5866,1,52.0,2.0,0,3019,0,,,old,1,0,0
5869,5869,1,27.0,2.0,1,2910,0,,,old,0,0,1
5872,5872,1,73.0,3.0,1,1457,1,,,old,0,0,1
5873,5873,0,14.0,2.0,1,7890,0,,medium,,0,0,1
5874,5874,1,2.0,0.0,0,1062,1,,,old,0,0,1
5876,5876,1,50.0,0.0,1,5790,0,,,old,0,1,0
5877,5877,1,69.0,2.0,0,4150,0,,,old,0,0,1
5878,5878,1,26.0,4.0,0,2436,1,,medium,,1,0,0
5879,5879,1,20.0,2.48,0,8188,0,,,old,0,1,0
5881,5881,1,96.0,1.0,1,5400,1,,,old,0,0,1
5882,5882,1,33.0,4.0,1,3358,0,,,old,0,1,0
5883,5883,1,30.0,3.0,1,6986,0,,,old,1,0,0
5884,5884,0,63.0,3.0,0,299,1,,medium,,0,1,0
5885,5885,1,85.0,1.0,0,8842,0,,medium,,0,1,0
5886,5886,0,73.0,1.0,0,3120,1,,medium,,1,0,0
5887,5887,1,100.0,4.0,0,425,1,,,old,1,0,0
5888,5888,1,20.0,1.0,0,5147,0,,,old,1,0,0
5889,5889,1,67.0,2.0,1,2954,1,,medium,,0,0,1
5890,5890,1,77.0,5.0,0,309,0,,,old,0,0,1
5891,5891,1,90.0,5.0,0,2283,1,,,old,0,0,1
5893,5893,0,100.0,0.0,0,2066,0,,,old,1,0,0
5894,5894,1,49.0,0.0,0,5439,1,,,old,0,1,0
5895,5895,1,69.0,3.0,0,647,1,,medium,,0,1,0
5896,5896,1,100.0,0.0,1,5959,1,,,old,0,1,0
5897,5897,1,21.0,5.0,0,5360,1,,medium,,0,1,0
5898,5898,0,100.0,2.0,1,6515,1,,,old,1,0,0
5899,5899,0,45.0,3.0,0,273,1,,medium,,1,0,0
5900,5900,1,33.0,4.0,1,84,0,,,old,1,0,0
5902,5902,1,17.0,2.0,0,8836,1,,,old,0,1,0
5903,5903,0,95.0,5.0,1,6482,1,,,old,0,0,1
5905,5905,0,38.0,0.0,1,2130,0,,,old,1,0,0
5906,5906,1,90.0,0.0,1,879,0,,,old,0,0,1
5911,5911,1,52.0,4.0,0,1410,0,,medium,,0,0,1
5912,5912,0,41.0,5.0,0,5587,1,,medium,,0,1,0
5914,5914,1,19.0,0.0,0,8602,1,,,old,0,0,1
5915,5915,1,61.0,3.0,1,8274,0,,,old,0,1,0
5916,5916,1,38.0,2.0,1,6736,0,,,old,0,0,1
5917,5917,1,40.0,4.0,0,1524,1,,medium,,0,1,0
5918,5918,0,15.0,1.0,0,1019,1,,,old,0,1,0
5919,5919,0,58.0,2.0,1,9012,1,,medium,,1,0,0
5921,5921,0,100.0,0.0,0,3780,1,,,old,0,1,0
5922,5922,0,35.0,0.0,1,7904,0,,medium,,0,1,0
5923,5923,0,2.0,2.0,0,8938,1,,medium,,0,1,0
5924,5924,1,69.0,0.0,1,5027,0,,medium,,1,0,0
5927,5927,0,74.0,0.0,0,5047,1,young,,,1,0,0
5930,5930,1,50.0,3.0,0,8545,1,young,,,1,0,0
5932,5932,0,11.0,0.0,0,7053,1,,,old,1,0,0
5933,5933,1,100.0,0.0,1,9466,1,,,old,1,0,0
5935,5935,0,67.0,3.0,0,3773,1,,medium,,1,0,0
5936,5936,1,69.0,1.0,1,4498,1,,,old,0,1,0
5938,5938,1,87.0,3.0,0,6839,0,,medium,,0,1,0
5940,5940,1,97.0,4.0,0,4372,1,,medium,,1,0,0
5941,5941,0,77.0,1.0,0,4173,0,,,old,0,0,1
5943,5943,1,68.0,1.0,1,2951,1,,medium,,0,1,0
5944,5944,0,36.0,0.0,1,5746,0,,,old,0,0,1
5945,5945,0,70.0,5.0,1,8400,1,,medium,,0,1,0
5947,5947,1,26.0,5.0,0,1587,1,,medium,,0,1,0
5948,5948,1,93.0,0.0,0,2737,0,,medium,,0,1,0
5949,5949,0,22.0,2.0,1,8817,1,,,old,0,0,1
5950,5950,1,55.0,3.0,0,3364,1,,,old,0,0,1
5951,5951,1,12.0,2.0,1,1102,1,,medium,,1,0,0
5954,5954,1,87.0,1.0,0,3194,1,,medium,,0,1,0
5955,5955,0,24.0,0.0,0,4969,1,,,old,0,1,0
5958,5958,0,65.0,1.0,0,8394,1,,,old,0,1,0
5961,5961,1,16.0,2.48,1,5018,0,,,old,0,0,1
5962,5962,0,15.0,2.0,0,934,1,,medium,,1,0,0
5963,5963,0,12.0,4.0,1,7686,1,,medium,,0,0,1
5964,5964,1,100.0,1.0,0,9017,1,,medium,,0,1,0
5965,5965,0,86.0,5.0,1,7691,0,,,old,0,1,0
5966,5966,0,78.0,1.0,0,6632,0,,medium,,0,0,1
5967,5967,1,69.0,3.0,1,1632,1,,,old,0,1,0
5969,5969,1,87.0,2.48,0,9548,0,,medium,,0,0,1
5970,5970,1,62.0,2.0,0,7697,0,,,old,1,0,0
5971,5971,0,54.0,2.0,0,9532,1,,medium,,0,0,1
5972,5972,1,55.0,2.48,0,3373,1,young,,,1,0,0
5973,5973,0,2.0,5.0,1,7001,1,,medium,,0,1,0
5974,5974,0,94.0,3.0,1,5523,1,,,old,0,0,1
5975,5975,0,100.0,2.0,1,9792,0,,,old,0,1,0
5977,5977,1,56.0,2.0,0,8140,0,,,old,0,1,0
5978,5978,1,30.0,4.0,1,8470,1,,medium,,0,0,1
5979,5979,1,49.0,4.0,0,8467,1,,,old,1,0,0
5980,5980,0,41.0,0.0,1,5995,1,,medium,,0,0,1
5981,5981,1,76.0,0.0,0,7511,0,,medium,,1,0,0
5984,5984,1,59.0,1.0,1,8792,0,,,old,0,0,1
5985,5985,0,100.0,1.0,0,8126,1,,,old,0,0,1
5986,5986,0,88.0,5.0,1,1565,1,,medium,,0,0,1
5988,5988,0,61.0,1.0,0,8747,1,,medium,,0,1,0
5989,5989,1,32.0,3.0,1,5681,0,,medium,,1,0,0
5990,5990,0,3.0,2.48,1,211,0,,medium,,1,0,0
5992,5992,1,61.0,3.0,1,9397,0,,,old,1,0,0
5993,5993,0,64.0,4.0,1,6118,1,,medium,,1,0,0
5994,5994,0,15.0,2.48,1,3852,1,,,old,0,1,0
5997,5997,0,26.0,0.0,1,7559,1,,medium,,0,1,0
5998,5998,1,100.0,1.0,0,2322,0,,,old,1,0,0
5999,5999,1,54.0,3.0,1,3984,0,,medium,,0,1,0
6000,6000,1,47.0,3.0,1,3972,1,,medium,,0,0,1
6001,6001,1,19.0,2.48,0,4279,0,,medium,,1,0,0
6002,6002,1,76.0,0.0,0,8135,1,young,,,1,0,0
6003,6003,0,20.0,5.0,0,2598,0,,medium,,0,0,1
6007,6007,1,36.0,4.0,0,7775,0,,medium,,0,0,1
6008,6008,1,61.0,3.0,0,2759,1,,medium,,0,0,1
6009,6009,0,55.0,2.48,1,516,1,,medium,,0,0,1
6010,6010,0,89.0,2.0,1,6546,0,,medium,,1,0,0
